code;age
1907678;28
1907680;37
1907695;32
1907753;27
1907784;25
1907854;23
1907868;35
1907874;25
1907876;27
1907893;32
1907946;23
1907952;19
1907957;33
1907958;30
1907961;33
1907968;22
1907972;29
1907975;28
1908134;41
1908136;27
1908149;34
1908151;26
1908152;39
1908163;36
1908169;22
1908173;22
1908181;30
1908183;31
1908195;28
1908198;24
1908219;22
1908226;19
1908229;23
1908230;21
1908232;26
1908233;21
1908235;21
1908239;27
1908240;19
1908246;20
1908256;35
1908261;25
1908279;31
1908292;22
1908304;19
1908333;31
1908350;32
1908352;30
1908353;25
1908354;22
1908355;19
1908357;28
1908359;30
1908360;28
1908361;30
1908365;34
1908369;26
1908370;24
1908371;27
1908373;20
1908375;32
1908376;21
1908377;33
1908378;31
1908381;28
1908383;27
1908384;26
1908385;28
1908386;29
1908387;23
1908389;32
1908395;23
1908446;37
1908518;19
1908522;31
1908548;24
1908557;35
1908590;33
1908592;26
1908600;38
1908609;22
1908610;16
1908622;32
1908651;29
1908715;24
1908716;31
1908717;21
1908720;25
1908721;23
1908724;25
1908725;26
1908726;33
1908727;34
1908733;26
1908735;22
1908737;28
1908738;27
1908739;31
1908741;25
1908743;26
1908746;28
1908748;26
1908749;29
1908753;25
1908754;25
1908757;28
1908759;26
1908760;25
1908765;25
1908767;37
1908816;17
1908817;21
1908820;29
1908825;28
1908830;23
1908835;32
1908838;28
1908841;26
1908846;26
1908847;28
1908848;27
1908850;26
1908851;28
1908852;28
1908853;28
1908854;27
1908855;24
1908873;19
1908875;19
1908883;16
1908885;20
1908888;14
1908891;13
1908897;25
1908901;31
1908911;36
1908975;19
1908978;21
1909004;33
1909011;26
1909030;28
1909041;22
1909042;34
1909046;24
1909049;28
1909050;58
1909053;40
1909054;25
1909056;36
1909057;43
1909058;38
1909090;28
1909091;27
1909102;26
1909103;25
1909105;27
1909106;26
1909107;34
1909110;29
1909114;30
1909116;44
1909118;27
1909120;31
1909131;14
1909132;31
1909136;28
1909144;27
1909156;29
1909158;23
1909175;31
1909185;29
1909186;35
1909193;25
1909209;25
1909216;30
1909231;30
1909233;33
1909235;24
1909238;26
1909240;20
1909243;22
1909246;22
1909252;27
1909253;21
1909255;30
1909259;28
1909261;29
1909269;20
1909278;19
1909281;27
1909284;26
1909285;25
1909289;33
1909290;22
1909292;35
1909294;23
1909299;25
1909306;28
1909307;25
1909311;24
1909314;27
1909315;25
1909318;27
1909330;32
1909367;23
1909368;27
1909415;28
1909417;35
1909432;37
1909438;30
1909452;30
1909470;31
1909472;25
1909476;24
1909490;21
1909684;25
1909687;27
1909689;23
1909693;30
1909703;23
1909733;25
1909747;37
1909771;35
1909814;26
1909831;24
1909842;28
1909859;23
1909867;28
1909905;26
1909907;20
1909908;32
1909911;20
1909919;45
1909933;27
1909954;36
1909975;28
1910248;36
1910327;40
1910330;29
1910340;35
1910360;24
1910362;28
1910367;25
1910371;26
1910372;25
1910374;27
1910375;26
1910393;28
1910399;23
1910403;32
1910407;28
1910408;29
1910411;24
1910412;21
1910415;27
1910416;32
1910417;33
1910418;23
1910421;34
1910438;28
1910443;30
1910445;29
1910450;41
1910451;31
1910453;21
1910454;29
1910461;29
1910462;28
1910465;26
1910468;42
1910470;24
1910471;46
1910481;28
1910483;37
1910505;24
1910508;36
1910520;30
1910545;30
1910555;34
1910557;22
1910560;25
1910569;27
1910609;28
1910615;22
1910618;26
1910629;26
1910634;30
1910636;28
1910644;30
1910646;24
1910647;28
1910648;31
1910650;29
1910657;30
1910661;25
1910668;36
1910670;30
1910672;27
1910681;26
1910689;29
1910700;37
1910704;21
1910721;34
1910726;24
1910732;24
1910733;21
1910736;34
1910744;24
1910751;31
1910752;27
1910753;26
1910756;25
1910760;26
1910763;25
1910765;28
1910769;27
1910770;26
1910773;32
1910774;27
1910775;28
1910780;27
1910784;31
1910785;24
1910786;26
1910787;27
1910791;31
1910794;27
1910802;32
1910812;24
1910841;25
1910849;18
1911041;26
1911048;18
1911067;29
1911081;26
1911100;20
1911110;31
1911111;29
1911113;37
1911142;24
1911163;29
1911167;26
1911221;26
1911246;25
1911247;27
1911263;22
1911269;28
1911272;32
1911367;38
1911391;20
1911399;27
1911407;31
1911428;24
1911467;24
1911478;28
1911503;22
1911504;41
1911512;41
1911514;32
1911515;25
1911520;23
1911527;31
1911532;29
1911550;29
1911553;36
1911555;25
1911652;32
1911794;29
1911800;23
1911807;26
1911809;26
1911825;23
1911829;27
1911839;24
1911843;24
1911848;28
1911852;30
1911855;27
1911865;24
1911868;34
1911877;34
1911883;29
1911884;33
1911894;31
1911897;27
1911898;25
1911900;32
1911913;25
1911914;26
1911916;27
1911919;24
1911920;27
1911921;46
1911923;27
1911929;26
1911932;25
1911936;29
1911945;25
1911947;23
1911948;24
1911949;27
1911954;32
1911966;27
1911968;25
1911975;26
1911976;29
1911979;33
1911985;24
1911988;31
1911990;27
1911993;29
1912007;28
1912009;28
1912051;32
1912052;31
1912058;33
1912059;33
1912080;23
1912116;27
1912223;26
1912250;30
1912256;35
1912315;27
1912322;26
1912496;31
1912502;35
1912503;24
1912507;31
1912508;28
1912510;34
1912514;27
1912515;28
1912517;24
1912518;37
1912519;35
1912522;23
1912523;25
1912525;27
1912529;21
1912532;28
1912536;22
1912537;21
1912538;30
1912546;26
1912548;24
1912549;28
1912553;26
1912557;30
1912560;29
1912562;21
1912564;26
1912567;28
1912568;26
1912571;25
1912573;26
1912575;30
1912576;29
1912577;26
1912638;22
1912639;27
1912774;20
1912778;27
1912783;21
1912784;37
1912786;27
1912790;31
1912803;27
1912804;22
1912813;20
1912814;35
1912817;22
1912820;25
1912876;29
1913005;28
1913009;28
1913018;28
1913028;24
1913059;23
1913105;27
1913118;22
1913149;18
1913152;29
1913167;18
1913193;22
1913203;40
1913204;35
1913209;28
1913217;28
1913218;29
1913224;23
1913286;31
1913334;32
1913343;27
1913346;27
1913366;25
1913367;23
1913369;25
1913372;28
1913380;25
1913382;25
1913416;24
1913418;28
1913419;25
1913421;29
1913424;25
1913425;30
1913426;31
1913429;24
1913431;30
1913432;31
1913434;27
1913436;28
1913438;28
1913439;28
1913441;21
1913442;22
1913469;24
1913485;26
1913489;32
1913493;28
1913496;23
1913498;28
1913523;27
1913536;28
1913555;25
1913557;27
1913573;24
1913575;30
1913631;21
1913646;31
1913647;35
1913648;27
1913649;28
1913652;25
1913658;30
1913661;23
1913664;29
1913666;30
1913669;22
1913672;28
1913674;30
1913675;31
1913677;26
1913695;22
1913696;25
1913697;19
1913698;25
1913699;23
1913700;21
1913702;25
1913734;37
1913735;33
1913736;29
1913737;32
1913740;32
1913743;31
1913745;31
1913746;26
1913749;26
1913750;28
1913756;26
1913763;33
1913764;35
1913766;31
1913770;27
1913780;26
1913786;23
1913787;23
1913791;22
1913793;22
1913795;20
1913796;20
1913800;28
1913851;25
1913875;32
1913876;25
1913884;34
1913896;22
1913899;21
1913907;25
1913908;29
1913913;36
1913919;29
1913922;28
1913928;28
1913930;27
1913944;24
1913945;19
1913951;25
1913952;25
1913958;21
1913961;18
1913972;21
1913975;38
1913976;31
1913978;21
1913981;36
1913983;28
1914058;29
1914059;28
1914069;24
1914238;30
1914239;32
1914277;26
1914280;28
1914295;26
1914451;25
1914460;25
1914465;25
1914467;26
1914471;23
1914473;27
1914523;43
1914531;34
1914533;31
1914535;26
1914540;29
1914693;25
1914832;22
1914866;32
1914867;39
1914905;39
1914907;31
1914909;56
1914911;40
1914912;35
1914918;34
1914919;24
1914921;43
1914923;37
1914927;31
1914936;38
1914940;28
1915290;29
1915306;32
1915317;32
1915318;33
1915319;45
1915320;55
1915325;42
1915326;35
1915330;32
1915333;30
1915338;27
1915343;20
1915348;32
1915349;29
1915353;27
1915355;32
1915357;25
1915358;32
1915361;32
1915365;32
1915367;26
1915370;25
1915371;23
1915378;46
1915382;28
1915386;35
1915387;24
1915388;22
1915389;31
1915390;26
1915391;38
1915392;28
1915394;31
1915396;29
1915398;33
1915454;38
1915455;26
1915456;27
1915461;28
1915619;21
1915620;28
1915759;22
1915766;34
1915768;28
1915769;31
1915778;29
1915781;38
1915782;28
1915784;38
1915790;39
1915791;24
1915792;32
1915793;31
1915801;26
1915802;34
1915815;23
1915821;35
1915828;33
1915841;37
1915861;22
1916006;21
1916008;36
1916063;32
1916067;29
1916070;35
1916071;29
1916075;23
1916077;28
1916080;29
1916082;25
1916084;30
1916087;32
1916182;30
1916183;32
1916184;34
1916185;29
1916193;28
1916194;37
1916197;27
1916202;29
1916206;34
1916207;31
1916208;34
1916211;25
1916213;34
1916215;32
1916216;37
1916217;29
1916222;30
1916223;29
1916224;36
1916225;26
1916230;40
1916231;26
1916232;25
1916234;28
1916392;26
1916406;25
1916454;32
1916470;25
1916681;25
1916682;25
1916685;36
1916728;26
1916729;27
1916809;30
1916814;28
1916815;27
1916820;36
1916923;24
1916925;27
1916973;28
1916976;39
1916982;41
1916985;34
1916988;43
1917007;43
1917116;25
1917121;20
1917122;22
1917128;30
1917132;24
1917133;25
1917149;27
1917151;35
1917153;21
1917154;22
1917156;35
1917163;26
1917269;26
1917280;30
1917308;24
1917364;23
1917365;22
1917384;28
1917388;25
1917542;35
1917559;27
1917571;25
1917583;31
1917708;24
1917709;21
1917716;24
1917738;30
1917741;32
1917746;33
1917752;39
1917756;30
1917757;27
1917758;28
1917759;26
1917760;33
1917762;26
1917765;28
1917766;30
1917769;30
1917771;22
1917777;27
1917786;24
1917788;27
1917792;35
1917794;27
1917797;27
1917799;23
1917802;27
1917892;21
1917898;23
1917975;33
1917982;28
1917987;38
1917988;33
1917991;32
1917993;28
1917994;28
1918000;38
1918002;32
1918003;30
1918007;37
1918009;32
1918011;36
1918012;40
1918063;23
1918067;26
1918071;30
1918073;37
1918077;30
1918082;36
1918086;30
1918087;28
1918092;28
1918093;24
1918114;30
1918126;21
1918140;26
1918142;33
1918181;29
1918186;24
1918223;37
1918231;33
1918295;23
1918303;36
1918306;25
1918356;30
1918369;24
1918372;32
1918373;32
1918376;25
1918377;28
1918379;24
1918417;32
1918419;26
1918420;24
1918421;26
1918422;28
1918423;28
1918424;30
1918425;31
1918426;32
1918427;28
1918429;25
1918468;27
1918469;28
1918470;27
1918609;30
1918629;26
1918636;24
1918638;23
1918640;36
1918654;24
1918657;30
1918658;28
1918659;38
1918661;22
1918664;27
1918666;30
1918677;26
1918678;31
1918679;28
1918683;34
1918689;25
1918691;25
1918694;26
1918698;29
1918700;31
1918706;30
1918708;29
1918710;32
1918712;25
1918714;32
1918759;30
1918789;26
1918790;19
1918799;27
1918800;27
1918831;25
1918832;31
1918833;28
1918834;28
1918835;29
1918836;22
1918838;39
1918840;32
1918842;29
1918845;25
1918846;24
1918849;36
1918850;33
1918853;24
1918856;31
1918858;25
1918860;29
1918864;25
1918865;27
1918870;25
1918871;21
1918872;18
1918878;17
1918880;21
1918881;20
1918912;27
1918930;21
1918934;21
1918936;23
1918943;32
1918954;23
1918961;31
1918962;22
1918967;28
1918980;23
1918990;26
1918995;27
1918996;27
1918997;27
1919002;29
1919003;27
1919006;38
1919008;35
1919015;36
1919017;24
1919024;22
1919026;23
1919029;22
1919037;25
1919051;26
1919053;28
1919057;25
1919065;28
1919067;31
1919072;24
1919073;20
1919076;38
1919077;23
1919082;25
1919085;36
1919087;36
1919094;26
1919102;24
1919110;33
1919111;27
1919117;31
1919120;29
1919121;29
1919129;27
1919146;29
1919365;17
1919408;18
1919416;21
1919473;20
1919479;27
1919480;22
1919490;29
1919491;29
1919492;24
1919507;28
1919526;22
1919541;43
1919546;30
1919548;42
1919549;24
1919551;25
1919555;28
1919558;30
1919561;34
1919616;22
1919628;26
1919675;25
1919721;26
1919737;30
1919789;30
1919790;27
1919793;28
1919803;34
1919811;26
1919815;30
1919820;28
1919821;25
1919822;25
1919826;26
1919827;29
1919832;30
1919847;34
1919850;27
1919880;25
1919882;26
1919895;27
1919901;27
1919911;30
1919914;27
1919921;26
1919924;22
1919930;29
1919973;27
1919979;29
1919983;27
1919986;27
1919992;22
1919996;27
1919998;37
1920000;26
1920006;29
1920010;22
1920016;32
1920021;30
1920049;37
1920055;23
1920065;37
1920081;29
1920082;26
1920083;28
1920085;25
1920092;26
1920096;31
1920102;28
1920110;28
1920111;28
1920119;32
1920122;26
1920128;29
1920129;30
1920130;23
1920134;23
1920135;31
1920137;27
1920142;26
1920146;27
1920148;28
1920150;32
1920152;31
1920153;26
1920154;27
1920155;33
1920158;29
1920161;37
1920162;26
1920164;29
1920167;28
1920169;29
1920170;24
1920174;28
1920175;31
1920180;25
1920183;27
1920185;31
1920188;30
1920191;30
1920192;27
1920194;30
1920195;28
1920197;32
1920202;36
1920206;27
1920207;34
1920211;26
1920221;23
1920230;29
1920234;27
1920236;31
1920238;26
1920244;25
1920246;30
1920249;33
1920252;27
1920254;28
1920258;29
1920259;29
1920269;25
1920276;23
1920277;21
1920289;28
1920290;24
1920295;26
1920296;27
1920297;28
1920299;23
1920301;30
1920302;30
1920305;33
1920307;28
1920314;23
1920326;21
1920334;21
1920339;22
1920345;28
1920348;33
1920355;25
1920366;22
1920384;35
1920412;22
1920415;32
1920440;26
1920454;33
1920568;26
1920569;20
1920571;21
1920607;27
1920618;24
1920622;29
1920626;32
1920637;40
1920638;28
1920639;26
1920640;20
1920641;21
1920643;26
1920645;30
1920646;25
1920649;21
1920670;31
1920683;23
1920696;36
1920707;29
1920708;29
1920729;29
1920753;26
1920760;27
1920805;24
1920815;21
1920828;27
1920830;25
1920833;31
1920835;29
1920836;26
1920838;35
1920839;29
1920840;23
1920843;24
1920849;27
1920857;25
1921032;27
1921046;32
1921051;26
1921075;27
1921119;28
1921205;25
1921206;20
1921345;27
1921347;29
1921351;24
1921353;26
1921355;21
1921356;28
1921360;28
1921362;25
1921364;28
1921365;25
1921367;30
1921489;37
1921490;37
1921529;23
1921537;30
1921538;34
1921545;23
1921553;23
1921559;25
1921571;22
1921583;34
1921585;28
1921593;30
1921596;27
1921599;26
1921605;29
1921607;31
1921619;29
1921634;26
1921642;28
1921673;27
1921738;27
1921740;29
1921742;27
1921743;22
1921746;30
1921747;31
1921749;23
1921751;29
1921752;24
1921753;25
1921757;38
1921761;31
1921764;29
1921770;37
1921771;31
1921781;27
1921782;26
1921797;23
1921812;26
1921818;26
1921833;23
1921865;25
1921878;22
1921879;22
1921891;27
1921929;21
1921943;35
1921944;23
1921948;37
1921949;27
1921950;38
1921951;37
1921959;35
1922117;19
1922139;34
1922191;29
1922195;36
1922205;35
1922208;29
1922211;30
1922213;31
1922216;33
1922220;26
1922329;24
1922341;30
1922387;26
1922393;26
1922424;26
1922425;24
1922434;26
1922593;23
1922600;25
1922687;35
1922693;23
1922695;21
1922697;24
1922698;24
1922706;29
1922709;25
1922722;34
1922728;31
1922750;31
1922759;61
1922819;32
1922895;30
1923000;33
1923040;27
1923041;33
1923042;25
1923044;28
1923045;34
1923048;26
1923053;26
1923054;26
1923138;28
1923516;28
1923517;31
1923518;31
1923519;36
1923520;29
1923521;23
1923529;25
1923629;34
1923694;21
1923695;24
1923699;29
1923700;27
1923701;25
1923703;24
1923704;23
1923806;33
1924081;32
1924203;33
1924212;41
1924268;19
1924275;33
1924276;37
1924277;24
1924279;31
1924287;25
1924289;24
1924290;36
1924291;28
1924299;24
1924300;28
1924383;25
1924384;30
1924385;32
1924392;31
1924395;34
1924399;23
1924401;28
1924403;25
1924404;25
1924406;25
1924408;29
1924409;26
1924411;26
1924413;32
1924416;28
1924420;31
1924422;30
1924425;33
1924426;26
1924429;23
1924430;31
1924431;30
1924432;23
1924437;22
1924439;24
1924440;28
1924442;36
1924444;31
1924445;28
1924446;28
1924447;32
1924451;35
1924455;26
1924456;26
1924457;31
1924459;32
1924460;29
1924463;29
1924464;29
1924467;26
1924470;32
1924471;26
1924472;34
1924474;31
1924478;28
1924483;27
1924486;24
1924494;32
1924499;30
1924505;28
1924506;32
1924507;32
1924509;28
1924559;18
1924576;32
1924583;31
1924585;34
1924586;40
1924587;31
1924588;36
1924595;38
1924596;31
1924597;24
1924598;23
1924605;31
1924606;28
1924607;30
1924608;36
1924881;40
1924884;31
1924885;33
1924894;29
1924905;31
1924909;38
1924914;32
1924918;29
1924937;22
1924941;18
1924957;27
1925060;35
1925079;28
1925088;34
1925091;31
1925098;32
1925106;35
1925121;28
1925123;33
1925124;32
1925125;28
1925126;23
1925129;27
1925130;19
1925164;29
1925167;30
1925168;22
1925170;34
1925171;27
1925172;24
1925180;27
1925255;19
1925275;25
1925301;28
1925346;23
1925347;31
1925348;22
1925349;27
1925350;27
1925351;27
1925352;23
1925355;33
1925359;22
1925508;28
1925513;32
1925515;31
1925519;25
1925542;20
1925630;31
1925631;30
1925632;27
1925633;26
1925634;28
1925635;24
1925636;27
1925637;26
1925638;20
1925639;22
1925640;25
1925641;31
1925642;23
1925643;29
1925644;31
1925645;26
1925647;31
1925649;22
1925652;35
1925653;32
1925654;29
1925656;35
1925657;31
1925658;23
1925659;23
1925664;27
1925665;32
1925666;32
1925667;30
1925668;26
1925669;31
1925671;28
1925675;23
1925677;22
1925678;25
1925681;26
1925683;26
1925684;25
1925686;28
1925690;19
1925691;31
1925692;23
1925693;22
1925700;29
1925701;32
1925702;25
1925703;25
1925706;26
1925707;21
1925711;25
1925713;24
1925715;20
1925719;25
1925721;30
1925725;23
1925727;23
1925728;19
1925733;18
1925749;31
1925750;35
1925751;25
1925762;28
1925763;20
1925766;25
1925768;28
1925785;30
1925790;23
1925791;22
1925793;30
1925795;25
1925797;22
1925798;22
1925803;20
1925804;28
1925805;28
1925806;25
1925807;36
1925808;26
1925809;24
1925811;30
1925813;22
1925814;30
1925815;32
1925816;27
1925820;31
1925821;31
1925822;22
1925835;26
1925840;25
1925856;28
1925859;30
1925869;25
1925873;28
1925883;27
1925905;29
1925942;26
1925944;26
1925951;25
1925995;28
1925999;25
1926015;28
1926018;31
1926035;27
1926040;33
1926043;24
1926046;27
1926050;27
1926052;21
1926054;25
1926078;22
1926082;22
1926101;32
1926102;26
1926104;32
1926111;36
1926127;29
1926196;28
1926201;32
1926205;31
1926236;28
1926293;29
1926294;24
1926295;27
1926300;29
1926303;29
1926304;21
1926307;28
1926309;29
1926315;26
1926317;37
1926319;28
1926323;28
1926326;29
1926331;26
1926334;26
1926336;32
1926339;32
1926340;29
1926341;25
1926342;33
1926343;25
1926346;30
1926355;32
1926387;29
1926391;26
1926392;32
1926393;32
1926394;26
1926458;32
1926464;25
1926484;32
1926485;28
1926486;24
1926487;34
1926488;37
1926490;29
1926491;24
1926493;22
1926495;30
1926497;35
1926499;35
1926501;25
1926508;34
1926512;26
1926513;28
1926514;30
1926515;33
1926516;31
1926519;24
1926521;27
1926523;35
1926536;29
1926539;27
1926540;27
1926541;34
1926542;28
1926545;29
1926547;24
1926549;28
1926551;27
1926569;30
1926575;20
1926578;30
1926592;30
1926593;27
1926595;26
1926596;25
1926624;26
1926627;23
1926629;23
1926632;33
1926633;28
1926634;25
1926635;30
1926642;31
1926644;31
1926646;34
1926647;30
1926654;37
1926656;31
1926657;30
1926667;21
1926670;29
1926671;34
1926675;32
1926676;24
1926680;24
1926685;28
1926686;31
1926688;25
1926690;29
1926691;31
1926692;28
1926693;25
1926695;26
1926696;25
1926697;20
1926701;29
1926703;35
1926705;24
1926706;23
1926709;28
1926710;33
1926713;29
1926733;29
1926736;29
1926743;30
1926789;33
1926794;24
1926804;27
1926816;29
1926826;35
1926827;33
1926828;34
1926830;29
1926832;28
1926833;30
1926835;26
1926839;29
1926893;28
1926894;26
1926895;23
1926896;31
1926898;28
1926901;26
1926908;25
1926909;30
1926910;22
1926912;30
1926914;27
1926915;31
1926916;24
1926920;27
1926922;26
1926923;25
1926926;28
1926991;26
1926994;27
1926996;27
1926998;29
1926999;32
1927001;27
1927002;31
1927003;29
1927004;29
1927007;32
1927014;36
1927015;28
1927016;25
1927017;30
1927019;31
1927020;25
1927024;35
1927027;38
1927028;30
1927029;26
1927087;19
1927111;35
1927113;25
1927115;26
1927116;36
1927118;36
1927122;28
1927123;24
1927128;40
1927133;27
1927140;30
1927149;29
1927151;25
1927156;32
1927158;32
1927177;31
1927179;30
1927180;24
1927181;30
1927182;26
1927184;29
1927185;27
1927186;30
1927187;25
1927188;26
1927191;27
1927195;28
1927198;27
1927205;28
1927209;30
1927211;28
1927227;23
1927245;26
1927246;28
1927247;24
1927250;29
1927251;27
1927254;30
1927256;28
1927258;23
1927260;27
1927261;23
1927262;28
1927265;29
1927266;21
1927298;25
1927300;29
1927315;23
1927323;20
1927381;28
1927382;33
1927383;24
1927392;23
1927393;32
1927400;28
1927401;25
1927402;30
1927403;31
1927410;18
1927414;26
1927416;29
1927417;29
1927418;30
1927419;23
1927514;22
1927515;21
1927516;27
1927517;24
1927518;25
1927519;20
1927552;27
1927585;26
1927616;28
1927619;32
1927621;22
1927623;26
1927625;24
1927629;29
1927630;26
1927632;29
1927633;29
1927647;25
1927652;31
1927654;35
1927657;32
1927658;27
1927660;28
1927663;29
1927665;24
1927672;27
1927673;34
1927675;29
1927679;36
1927680;25
1927685;27
1927686;18
1927704;29
1927709;23
1927710;24
1927711;27
1927716;36
1927719;24
1927733;22
1927771;22
1927782;23
1927786;26
1927820;26
1927837;31
1927903;32
1927912;24
1927917;35
1927920;29
1927945;29
1927950;24
1927952;31
1927960;26
1927969;34
1928036;31
1928040;29
1928041;37
1928047;25
1928054;29
1928055;25
1928063;27
1928064;31
1928066;26
1928067;23
1928070;25
1928071;25
1928072;25
1928074;33
1928079;23
1928082;31
1928083;25
1928146;28
1928155;30
1928198;25
1928201;33
1928202;25
1928243;30
1928245;23
1928247;29
1928255;41
1928262;26
1928281;37
1928283;35
1928287;26
1928292;37
1928408;29
1928412;22
1928421;30
1928422;31
1928424;26
1928427;33
1928434;28
1928438;29
1928440;27
1928441;25
1928443;27
1928446;32
1928449;35
1928454;33
1928455;31
1928494;24
1928500;30
1928516;34
1928517;31
1928520;31
1928529;30
1928530;26
1928533;27
1928538;30
1928547;34
1928551;32
1928566;39
1928574;22
1928585;30
1928778;17
1928782;25
1928786;21
1928793;21
1928799;29
1928808;22
1928817;33
1928822;22
1928834;28
1928842;38
1928863;19
1928878;36
1928894;19
1928902;25
1928906;21
1928916;20
1928919;32
1929156;47
1929207;37
1929213;24
1929214;30
1929215;25
1929219;22
1929225;20
1929226;23
1929228;22
1929250;24
1929297;20
1929428;32
1929433;29
1929606;29
1929613;20
1929616;34
1929617;39
1929618;29
1929619;27
1929626;28
1929684;25
1929685;25
1929686;21
1929689;28
1929695;26
1929708;21
1929748;29
1929749;32
1929767;30
1929786;30
1929963;28
1929977;26
1929981;28
1929989;31
1929998;24
1930005;33
1930032;43
1930110;33
1930118;33
1930119;27
1930121;28
1930122;27
1930123;29
1930124;25
1930126;30
1930129;31
1930130;35
1930133;25
1930136;34
1930140;28
1930141;36
1930147;30
1930151;25
1930152;22
1930155;28
1930156;30
1930160;27
1930161;36
1930214;41
1930226;27
1930231;32
1930234;25
1930235;25
1930237;23
1930239;33
1930249;24
1930254;19
1930255;22
1930276;28
1930278;38
1930284;26
1930292;23
1930367;25
1930371;24
1930372;23
1930375;19
1930384;23
1930386;24
1930400;24
1930404;29
1930405;24
1930407;25
1930417;24
1930422;25
1930426;23
1930428;33
1930436;37
1930444;21
1930451;33
1930453;22
1930459;20
1930463;23
1930464;26
1930465;22
1930466;21
1930467;27
1930468;24
1930478;32
1930479;37
1930486;26
1930532;24
1930539;22
1930552;27
1930706;21
1930709;29
1930739;27
1930741;34
1930747;32
1930750;28
1930752;34
1930767;23
1930770;28
1930771;24
1930773;20
1930776;32
1930777;24
1930781;29
1930782;28
1930784;21
1930785;32
1930790;35
1930791;31
1930801;28
1930802;31
1930804;41
1930826;29
1930828;25
1930832;21
1930833;23
1931098;17
1931099;22
1931100;25
1931101;25
1931106;22
1931109;24
1931124;23
1931126;27
1931160;22
1931161;24
1931180;23
1931183;22
1931185;26
1931243;14
1931269;26
1931278;27
1931298;28
1931331;32
1931342;29
1931345;29
1931374;24
1931381;22
1931384;29
1931493;18
1931496;22
1931500;31
1931570;27
1931572;21
1931573;30
1931576;26
1931577;28
1931583;32
1931584;21
1931588;24
1931815;24
1931818;36
1931829;37
1931832;28
1931894;29
1931914;33
1931916;22
1931934;30
1932027;36
1932109;33
1932124;25
1932149;20
1932150;35
1932154;41
1932160;31
1932161;32
1932168;23
1932173;40
1932182;34
1932186;23
1932194;29
1932219;34
1932221;23
1932223;35
1932236;26
1932243;21
1932430;32
1932431;24
1932434;35
1932440;33
1932442;22
1932446;33
1932449;27
1932450;27
1932456;28
1932470;35
1932478;40
1932480;21
1932482;31
1932485;31
1932492;29
1932512;27
1932534;22
1932567;23
1932569;37
1932600;51
1932622;29
1932649;25
1932660;25
1932666;35
1932686;30
1932735;23
1932740;25
1932757;32
1932764;32
1932765;38
1932812;32
1932820;28
1932821;24
1932822;23
1932823;32
1932824;25
1932825;25
1932832;34
1932849;21
1932851;36
1932863;20
1932872;31
1932880;25
1932887;27
1932890;28
1932891;28
1932892;31
1932897;27
1932941;31
1932947;24
1932950;28
1932952;25
1932956;25
1932959;32
1932960;20
1932963;26
1932969;21
1932972;34
1933079;32
1933094;30
1933100;36
1933118;32
1933133;24
1933137;22
1933138;25
1933159;31
1933162;30
1933163;24
1933165;25
1933190;29
1933191;26
1933193;35
1933244;22
1933249;29
1933257;29
1933275;25
1933287;29
1933307;26
1933313;26
1933316;24
1933320;25
1933327;33
1933340;26
1933348;34
1933350;27
1933352;31
1933356;25
1933359;23
1933364;26
1933366;34
1933369;31
1933377;31
1933379;24
1933415;27
1933451;23
1933476;22
1933492;28
1933496;26
1933497;20
1933504;29
1933508;34
1933512;26
1933513;29
1933514;30
1933523;24
1933527;31
1933788;37
1933789;30
1933793;31
1933807;23
1933810;36
1933812;39
1933816;27
1933817;29
1933819;26
1933821;29
1933823;25
1933998;24
1934027;24
1934049;24
1934254;20
1934263;27
1934264;27
1934268;25
1934269;25
1934275;30
1934276;33
1934277;29
1934278;28
1934281;35
1934284;22
1934285;24
1934286;34
1934287;34
1934289;30
1934291;25
1934293;26
1934295;26
1934300;28
1934301;25
1934305;25
1934307;25
1934309;24
1934311;25
1934312;21
1934313;26
1934315;32
1934316;24
1934317;34
1934318;28
1934323;26
1934325;26
1934326;29
1934329;24
1934330;26
1934346;29
1934359;24
1934362;23
1934383;34
1934384;25
1934394;31
1934396;25
1934397;30
1934399;31
1934410;33
1934416;31
1934421;25
1934422;27
1934424;31
1934428;32
1934431;26
1934477;25
1934524;24
1934531;34
1934579;24
1934586;24
1934592;31
1934594;27
1934595;27
1934596;32
1934598;29
1934599;37
1934601;27
1934603;22
1934607;30
1934613;31
1934614;22
1934615;35
1934616;33
1934774;26
1934775;27
1934778;22
1934782;21
1934789;28
1934790;33
1934822;25
1935068;37
1935072;22
1935078;26
1935079;29
1935080;27
1935081;33
1935083;32
1935084;36
1935085;27
1935086;23
1935087;26
1935105;24
1935109;27
1935118;30
1935135;23
1935138;23
1935140;23
1935156;28
1935162;31
1935165;29
1935199;37
1935202;23
1935335;29
1935337;27
1935342;28
1935343;28
1935374;40
1935387;32
1935401;28
1935402;26
1935405;23
1935408;33
1935410;33
1935412;24
1935413;25
1935414;25
1935417;20
1935421;30
1935423;23
1935426;32
1935431;29
1935434;22
1935463;32
1935464;39
1935471;21
1935477;24
1935491;34
1935494;29
1935503;32
1935509;27
1935511;39
1935515;25
1935517;26
1935518;28
1935525;30
1935538;31
1935539;34
1935553;29
1935575;24
1935585;29
1935592;24
1935604;25
1935607;25
1935608;25
1935611;25
1935642;26
1935644;18
1935685;19
1935774;32
1935779;20
1935780;25
1935784;25
1935785;28
1935786;22
1935787;27
1935792;32
1935793;20
