start_date;end_date;day;status;discipline;discipline_code;event;event_medal;phase;gender;event_type;venue;venue_code;location_description;location_code;url
2024-08-01T17:38:00+02:00;2024-08-01T17:59:00+02:00;2024-08-01;CANCELLED;SAL;SAL;Women's Windsurfing;0;Women's Windsurfing Opening Series;W;ATH;Marseille Marina;MAM;Marseille Marina - Corniche;SA2;UNKNOWN
2024-08-01T18:28:00+02:00;2024-08-01T18:49:00+02:00;2024-08-01;CANCELLED;SAL;SAL;Men's Windsurfing;0;Men's Windsurfing Opening Series;M;ATH;Marseille Marina;MAM;Marseille Marina - Corniche;SA2;UNKNOWN
2024-08-07T16:00:00+02:00;2024-08-07T16:17:00+02:00;2024-08-07;CANCELLED;SAL;SAL;Men's Kite;0;Men's Kite Opening Series;M;ATH;Marseille Marina;MAM;Marseille Marina - Calanques;SA4;UNKNOWN
2024-08-07T16:00:00+02:00;2024-08-07T16:17:00+02:00;2024-08-07;CANCELLED;SAL;SAL;Women's Kite;0;Women's Kite Opening Series;W;TEAM;Marseille Marina;MAM;Marseille Marina - Calanques;SA4;UNKNOWN
2024-08-08T15:39:00+02:00;2024-08-08T15:45:00+02:00;2024-08-08;CANCELLED;SAL;SAL;Women's Kite;0;Women's Kite Semifinals;W;ATH;Marseille Marina;MAM;Marseille Marina - Marseille;SA1;UNKNOWN
